6000903001D1,6000902001D1,6000909001D1,6000904001D3,6000901001D1,6000908001O0,3001104004O0,3001104004D1,6000902012D1,6000909011O0,6000906020D3,6000904001D4,6000904001D5,TOPCOM0005D1,TOPCOM0630D1,TOPCOM3160D1,FNMKFN01,FNMKFN02,6000901002D1,6000903016D1,6000701032D1,6000904001D6,6000701032D2,6000901002D2,6000908001D3,6000906001D2,6000102001O0,6000906001D4,6000903001D2,6000906001D5,6000901001D3,6000902003D3,6000908001D7,6000901001D2,6000908001J1,S430000600D3,S41000660FD1,CO10100170O0,S430000100D1,6000601003O0,6000909041D1,6000401001O0,6000403001O0,6000201001O0,6000205001O0,6000908001D4,6000902001D2,S41000210FD1,S430000600D1,S41B0D1009O0,S410005000D1,6000901002D3,6000901013D1,6000902003D1,6000902003D2,6000902001D3,6000908001D5,6000908001D2,6000904001D8,6000207003O0,6000902003J1,6000906020D4,6000906001D6,6000904001D9,6000906020D5,6000901002J1,BKMKBOK071,BKMKBOK072,BKMKBOK111,BKMKBOK112,BKMKBOK101,BKMKBOK102,BKMKBOK081,BKMKBOK082,ETIVOL,ETFXEUR,ETFXJPY,ETFXUSD,ETFXCNY,ETFXHKD,DR00000052,DR00000106,DR00000160,DR00000048,DR00000102,DR00000156,DR00000018,DR00000072,DR00000126,EN01182011,EN00107501,EN1182011J,EN1075011J,EN01143011,EN01143012,EN1143011J,EN1143012J,DR00000005,DR00000059,DR00000113,DR00000028,DR00000082,DR00000136,DR00000038,DR00000092,DR00000146,DR00000040,DR00000094,DR00000148,DR00000054,DR00000108,DR00000162,DR00000056,DR00000110,DR00000164,S410001300D1,S41000210FD2,S430000600D2,S410001300D2,label
2.099808411881421,0.2708221948775822,-0.5006361773518431,0.0,21.71266521064545,22.125518196449786,2.9698172583599223,2.9697778294264308,0.7700816896954326,22.03510862781798,0.056547808157338585,1.7873038342642773,2.9773560954975142,0.0,0.0,0.0,1.0,0.0,-0.2908434739237365,-0.23557822307347814,-1.4109993450658385,1.2475225817740745,-0.023848498036091632,2.5875424745387723,-0.66637697818466,15.222678109887388,2.8879532299849133,-1.2886587371070104,-0.27082219951852443,1.6593147390614245,12.914045317133624,1.2287358277015596,1.0,0.0,-0.0030103885949912565,0.09422674467895673,2.4319097200247137,0.2047541382419316,2.9496093501860643,16.300769901381898,-0.0321339282493672,1.2431694489991014,2.0445069520420502,0.4878479898113108,0.5534074505761434,-0.5125114714074249,2.4244199465273453,-1.7204380011559115,2.886876529310215,0.5252664140022248,1.5626792341496314,0.2453815399860715,-0.3193306982044488,1.9652771582956268,-0.8686455873467812,-0.02124575173113136,-0.15169427583266934,15.247826630574806,-0.07797305022401163,1.4988608523125653,0.2290274887313927,0.18906785505337492,-0.1796997650003254,-0.01944742390674184,20.939251023392625,1.5897949415016457,1.8271910663456403,2.108190267871616,1.612527097845737,1.612527097845737,-1.6170175460199216,1.8738946676528248,1.5453741319807297,2.373978904364755,1.9586560014314305,-1.7727474632871885,1.464261981593047,1.266238959565822,1.6314884278929032,1.2577433277990948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8404329257743808,1.8223997986643727,-1.5464121569449565,-1.6657082388820306,-2.1392706815053115,-1.829286776831748,-1.488741260087843,-1.2827784431648508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.254585931567724,-2.219164398616995,2.6639632022276434,0.4209250410714511,0
0.8272617074110242,1.0743537860944796,0.7726779911517009,1.0,21.726316864939367,22.12805634622644,2.9698172583599223,2.9697778294264308,-0.4142167939306193,22.037976298322693,-0.04686693508300699,0.3648793253440211,2.9773560954975142,0.0,0.0,0.0,1.0,0.0,0.07735122005359743,0.7469760522524025,0.5125567926534164,1.2475225817740745,-0.023196613096587704,0.21598794778140115,0.3861420131992697,13.850045269518596,2.8879532299849133,0.702445735467294,-1.0743537860944794,2.2465758534971734,13.401918549982758,1.2287358277015596,0.0,0.0,-0.01140458144530199,1.125070105040472,2.4319097200247137,0.27794649101708274,2.9496093501860643,16.3008696020732,0.0047231372612947095,1.2431694489991014,2.0445069520420502,1.8098741311576565,0.5534074505761434,0.17227583138954272,2.4244199465273453,-1.1947463171179478,2.886876529310215,0.5252664140022248,-1.6330900563137958,-0.22725672073156614,0.2048224573977566,1.9652771582956268,-1.6607760824961022,-0.07337361028890911,0.1470939991069648,13.644950617071721,-0.12593009277928802,1.4988608523125653,2.2206316638347627,2.551013601367752,-1.9518491007114505,-0.031985611548419675,20.93872469086459,1.5897949415016457,1.8271910663456403,2.108190267871616,-1.2472800429147528,-1.2472800429147528,-1.6170175460199216,-1.3529497317620027,1.5453741319807297,2.373978904364755,1.9586560014314305,-1.7727474632871885,-1.8370902146309949,-1.9833232435088903,1.6314884278929032,-1.9875540245713117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8404329257743808,1.8223997986643727,1.4443038439443283,1.4235524414957013,1.163060040777336,1.7416919245242672,1.5758631909104115,2.0653450051513462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.254585931567724,-1.1327572898211171,2.6639632022276434,0.4209250410714511,0
1.0853014455120298,1.0743537860944796,-0.19999164451365625,1.0,21.715765578311032,22.127171838412362,2.9698172583599223,2.9697778294264308,-0.4142167939306193,22.037003270486192,-0.01972269431413589,3.098914991089897,2.9773560954975142,0.0,0.0,0.0,1.0,0.0,0.07735122005359743,0.3159554267026738,-0.07526501395659832,0.9056017011032804,0.043006616016513566,0.5931557656279032,0.2156096664587749,12.575030084158206,2.8879532299849133,-0.07706294436739619,-1.0743537860944794,2.2465758534971734,12.7488771870051,1.2287358277015596,0.0,0.0,-0.010173734258440115,1.652733547214141,0.8443753838840852,0.5434321963520068,2.9496093501860643,16.300835595216032,-0.0321339282493672,0.8532178956244506,2.0445069520420502,1.8098741311576565,0.5534074505761434,0.05939701393570949,2.4244199465273453,0.9707500383343204,2.886876529310215,0.6896673561787093,1.5626792341496314,-0.22725672073156614,0.2048224573977566,1.9652771582956268,-1.6607760824961022,-0.07523085510481019,0.05644242873019389,12.515016588153413,-0.045076529622246335,1.4988608523125653,2.2206316638347627,2.551013601367752,-1.9518491007114505,-0.010780423440544704,20.938537145709493,1.5897949415016457,1.8271910663456403,2.108190267871616,1.612527097845737,1.612527097845737,1.5993041091421452,1.8738946676528248,-1.8653720824292108,2.373978904364755,-1.456521835465395,1.3511050451632414,-1.8370902146309949,-1.9833232435088903,-2.0410754489730616,-1.9875540245713117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8404329257743808,-1.435171025423737,1.4443038439443283,-1.6657082388820306,1.163060040777336,1.7416919245242672,1.5758631909104115,2.0653450051513462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.254585931567724,1.1538447672970342,2.6639632022276434,0.4209250410714511,0
2.099808411881421,1.0743537860944796,0.19037097616581072,0.0,22.050395812492045,22.143854562627567,2.9698172583599223,2.9697778294264308,-0.3854279425029373,22.06734116353055,-0.09390521184018227,0.2454748880973132,2.9773560954975142,0.0,0.0,0.0,1.0,0.0,0.07735122005359743,0.5328429905044904,0.4001072504439932,0.20654082294521145,-0.02345055711356237,0.005844676046407835,0.23409175015349246,16.586126680908713,2.8879532299849133,0.464951561880716,-1.0743537860944794,2.2465758534971734,16.494235941595036,1.2287358277015596,0.0,0.0,-0.008990528049363927,1.652733547214141,2.4319097200247137,0.5434321963520068,2.9496093501860643,16.301029634347483,-0.005199933707783082,0.18151425127233853,2.0445069520420502,1.8098741311576565,0.5534074505761434,0.22215423987344046,2.4244199465273453,0.34958416815909044,2.886876529310215,0.5252664140022248,-1.6330900563137958,-0.22725672073156614,0.2048224573977566,1.9652771582956268,-0.3823440714495128,-0.05605635258460389,0.06962750821701871,16.011917392039592,-0.05710288807290944,1.4988608523125653,2.2206316638347627,2.551013601367752,-1.9518491007114505,-0.013484991368272208,20.937347514020964,1.5897949415016457,1.8271910663456403,2.108190267871616,1.612527097845737,1.612527097845737,-1.6170175460199216,1.8738946676528248,1.5453741319807297,2.373978904364755,1.9586560014314305,-1.7727474632871885,1.464261981593047,1.266238959565822,1.6314884278929032,1.2577433277990948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8404329257743808,1.8223997986643727,-1.5464121569449565,-1.6657082388820306,-2.1392706815053115,-1.829286776831748,-1.488741260087843,-1.2827784431648508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4052477254816393,1.0422884116122073,0.2675628351539177,2.265339152248425,0
2.099808411881421,1.7539845486125893,-0.23022001198742395,1.0,21.720891362644075,22.12578157917213,2.9698172583599223,2.9697778294264308,1.6487203264389485,22.038242746950736,0.03459436267407415,1.7873038342642773,2.9773560954975142,0.0,0.0,0.0,1.0,0.0,-1.321175782879244,-0.18998364400160955,-0.13397484230282106,1.2475225817740745,-0.023748130231639908,2.5875424745387723,-0.10871639889235034,14.595905884565179,0.2246788012835756,-0.3224811418164889,-1.7539845486125893,2.2465758534971734,14.644362971831544,1.2570883994229674,1.0,0.0,-0.007440310622307849,1.652733547214141,2.4319097200247137,0.5434321963520068,2.9496093501860643,16.30079830845751,-0.04670738193785135,1.2431694489991014,0.9802209304785214,1.8098741311576565,0.5534074505761434,-0.1474957144738732,0.35523130066272035,-0.4453087727586501,2.886876529310215,0.5252664140022248,1.5626792341496314,0.2453815399860715,-0.3193306982044488,0.8251319919887801,-0.4111637495740784,0.20115476124810688,0.007867474912466152,14.826951003314175,0.19757816972706194,1.4988608523125653,0.010174751081862351,0.26158371343682946,-0.003421391141677162,0.2348764458142088,20.94277234462866,0.06545091574041119,-1.154821604904946,-0.9815951256998048,-1.2472800429147528,-1.2472800429147528,1.5993041091421452,-1.3529497317620027,-1.8653720824292108,2.373978904364755,-1.456521835465395,-1.7727474632871885,1.464261981593047,1.266238959565822,-2.0410754489730616,1.2577433277990948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4338812941076302,-1.435171025423737,1.4443038439443283,1.4235524414957013,-2.1392706815053115,-1.829286776831748,1.5758631909104115,2.0653450051513462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.254585931567724,-0.6185301496709359,2.6639632022276434,0.4209250410714511,0
2.099808411881421,0.7411541289264825,-0.12669867601546705,1.0,21.721343168999734,22.12734035035172,2.9698172583599223,2.9697778294264308,0.4198841519176995,22.037939648562517,0.05083129747900046,1.7873038342642773,2.9773560954975142,0.0,0.0,0.0,1.0,0.0,-0.5471528592840439,0.13361993552510767,-0.11439944173606635,0.6410224699382644,-0.0236905196657534,2.5875424745387723,0.0967550239023674,14.954188718563989,0.00212632536734002,-0.20953395985872955,-0.7411541289264825,2.2465758534971734,13.904425677435704,0.8271317467304622,0.0,0.0,-0.012138776244141232,1.170924283583158,2.4319097200247137,0.6991024881331172,2.9496093501860643,16.300837453603286,0.002812613644014686,0.6613025686667042,0.4774990962729329,1.8098741311576565,0.5534074505761434,0.22296913113338088,1.107949395070096,-1.7995442792913423,2.886876529310215,0.3691630182401113,1.5626792341496314,-0.22725672073156614,0.2048224573977566,0.19340776822918573,-1.6607760824961022,0.011750680068825691,0.04304127102175384,14.539817223552365,0.07966796795346988,1.4988608523125653,2.2206316638347627,2.551013601367752,-1.9518491007114505,0.02309350055346776,20.9395087881914,1.5897949415016457,-1.154821604904946,2.108190267871616,1.612527097845737,1.612527097845737,1.5993041091421452,1.8738946676528248,-1.8653720824292108,-1.0018114239999374,1.9586560014314305,1.3511050451632414,1.464261981593047,-1.9833232435088903,-2.0410754489730616,-1.9875540245713117,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4338812941076302,-1.435171025423737,-1.5464121569449565,-1.6657082388820306,-2.1392706815053115,-1.829286776831748,-1.488741260087843,-1.2827784431648508,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.254585931567724,-1.6834323401730156,2.6639632022276434,0.4209250410714511,0
2.099808411881421,0.7059084852702936,-0.3886583220329293,0.0,21.720330180364922,22.127521861617346,2.9698172583599223,2.9697778294264308,1.1701468123463816,22.037836326727447,0.07202257135622138,1.7873038342642773,2.9773560954975142,0.0,0.0,0.0,1.0,0.0,-1.2983300121450023,-0.4272481442173824,0.2083085650883388,1.2475225817740745,-0.023734711329130544,2.5875424745387723,0.145036275319076,16.480012184831573,2.8879532299849133,0.2701326899258363,-0.7059084852702932,2.8739991377222904,13.831994270023824,1.3527254395121593,0.0,0.0,-0.01591594636841204,1.652733547214141,2.4319097200247137,0.5434321963520068,2.9496093501860643,16.300829302829435,-0.0321339282493672,1.2431694489991014,0.026458945957638574,0.13812609522322294,0.5534074505761434,0.05965197814789326,2.4244199465273453,0.3589378203305049,2.886876529310215,0.24915760211248436,1.5626792341496314,0.2453815399860715,-0.3193306982044488,0.7773040142802212,-1.6607760824961022,0.008723036247827892,0.059262929423818465,16.525974882723638,-0.005270635285224815,1.4988608523125653,2.2206316638347627,0.3457812102623757,-1.9518491007114505,-0.00026130460773276734,20.94095561624503,1.5897949415016457,-1.154821604904946,-0.9815951256998048,-1.2472800429147528,-1.2472800429147528,1.5993041091421452,-1.3529497317620027,-1.8653720824292108,2.373978904364755,-1.456521835465395,-1.7727474632871885,1.464261981593047,1.266238959565822,-2.0410754489730616,1.2577433277990948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4338812941076302,-1.435171025423737,1.4443038439443283,1.4235524414957013,-2.1392706815053115,-1.829286776831748,1.5758631909104115,2.0653450051513462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.254585931567724,0.4540498480750306,2.6639632022276434,0.4209250410714511,0
2.099808411881421,0.4084645856116689,-0.5393164260157888,0.0,21.712899471116394,22.12685314154532,2.9698172583599223,2.9697778294264308,0.14591885807123575,22.03636133119996,0.010345734623812905,2.3073172985694206,2.9773560954975142,0.0,0.0,0.0,0.0,0.0,0.07735122005359743,0.01284472711703783,-0.3182681855891489,5.592381210625212,-0.02350871661403057,2.5875424745387723,0.010053498636792146,14.533128357695386,2.8879532299849133,0.02540089325807393,-0.4084645856116687,0.3556059860074149,13.041076264346149,1.0636030700629906,0.0,0.0,-0.017630672584202752,1.652733547214141,2.4319097200247137,0.5434321963520068,2.9496093501860643,16.300821909182936,-0.0321339282493672,4.5702543391455706,3.0709799605858747,0.03681691142963851,0.5534074505761434,-0.028835611486531906,2.4244199465273453,0.6099073614011747,2.886876529310215,0.3307816345610441,1.5626792341496314,-0.22725672073156614,0.2048224573977566,1.9652771582956268,-1.6607760824961022,-0.013026114301573051,0.0291009327355421,14.080355798417942,0.5652955193500657,1.4988608523125653,2.2206316638347627,2.551013601367752,-1.9518491007114505,0.15020607234689484,20.938753066084367,1.5897949415016457,1.8271910663456403,2.108190267871616,1.612527097845737,1.612527097845737,1.5993041091421452,1.8738946676528248,-1.8653720824292108,2.373978904364755,-1.456521835465395,1.3511050451632414,-1.8370902146309949,-1.9833232435088903,-2.0410754489730616,-1.9875540245713117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8404329257743808,-1.435171025423737,1.4443038439443283,-1.6657082388820306,1.163060040777336,1.7416919245242672,1.5758631909104115,2.0653450051513462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,2.254585931567724,0.2514062124672889,2.6639632022276434,0.4209250410714511,0
2.099808411881421,1.0743537860944796,-0.5656123212079157,1.0,21.719847789341454,22.12700775693809,2.9698172583599223,2.9697778294264308,-0.027350882966115368,22.037291609434792,0.2465705598890381,0.038601315827071714,2.9773560954975142,0.0,0.0,0.0,1.0,0.0,0.07735122005359743,0.3239515208906783,0.08942591991495133,0.1826721418710512,-0.02358459516699678,2.5875424745387723,0.058561773225538474,14.2729230454331,2.8879532299849133,-0.032674271319265286,-1.0743537860944794,2.2465758534971734,13.338363099102777,1.2287358277015596,0.0,0.0,-0.013236094079930916,1.652733547214141,2.4319097200247137,0.4627271849084481,2.9496093501860643,16.300832599798383,0.05670529945715429,0.18151425127233853,2.0445069520420502,1.8098741311576565,0.5534074505761434,0.03870968708383304,2.4244199465273453,-0.004992048577799969,2.886876529310215,0.5252664140022248,1.5626792341496314,-0.22725672073156614,0.2048224573977566,1.9652771582956268,-1.6607760824961022,-0.0489304638343035,0.039972838704898914,14.303409359214568,-0.04948176462620349,1.4988608523125653,2.2206316638347627,2.551013601367752,-1.9518491007114505,-0.011819795201670959,20.938894116818368,1.5897949415016457,1.8271910663456403,2.108190267871616,1.612527097845737,1.612527097845737,1.5993041091421452,1.8738946676528248,-1.8653720824292108,2.373978904364755,-1.456521835465395,1.3511050451632414,-1.8370902146309949,-1.9833232435088903,-2.0410754489730616,-1.9875540245713117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8404329257743808,-1.435171025423737,1.4443038439443283,-1.6657082388820306,1.163060040777336,1.7416919245242672,1.5758631909104115,2.0653450051513462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.254585931567724,0.07569035127230636,2.6639632022276434,0.4209250410714511,0
2.6492471903235493,1.0743537860944796,-0.5019949106378864,0.0,21.723442789117406,22.12719388162179,2.9698172583599223,2.9697778294264308,-0.4142167939306193,22.0369023611227,-0.02340767338267994,1.3072009834230405,2.9773560954975142,0.0,0.0,0.0,1.0,0.0,0.07735122005359743,0.9011156427237514,-0.534455086817471,1.2475225817740745,-0.023562463230016917,0.6555569595687092,0.14365698517702696,14.04862092791652,2.8879532299849133,-0.30987275268886594,-1.0743537860944794,2.2465758534971734,13.214450113126896,1.2287358277015596,0.0,0.0,-0.018567814570670825,1.652733547214141,2.4319097200247137,0.3445395332961137,2.9496093501860643,16.300834660606707,0.004678116489263487,1.2431694489991014,2.0445069520420502,1.8098741311576565,0.5534074505761434,0.19346846989702587,2.4244199465273453,-0.12010443104889468,2.886876529310215,0.5252664140022248,1.5626792341496314,-0.22725672073156614,0.2048224573977566,1.9652771582956268,-1.6607760824961022,-0.0804283349075933,0.08522846413227066,14.031105219975016,-0.14169907614703986,1.4988608523125653,2.2206316638347627,2.551013601367752,-0.0011560351364327938,-0.03446098838721743,20.9380894638762,1.5897949415016457,-1.154821604904946,2.108190267871616,1.612527097845737,1.612527097845737,1.5993041091421452,1.8738946676528248,-1.8653720824292108,-1.0018114239999374,1.9586560014314305,1.3511050451632414,1.464261981593047,-1.9833232435088903,-2.0410754489730616,-1.9875540245713117,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4338812941076302,-1.435171025423737,-1.5464121569449565,-1.6657082388820306,-2.1392706815053115,-1.829286776831748,-1.488741260087843,-1.2827784431648508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.254585931567724,-0.16732015745687298,2.6639632022276434,0.6902900823575084,0
