Date,Close_x,Open_x,High_x,Low_x,Volume_x,Change_x,Close_y,Open_y,High_y,Low_y,Volume_y,Change_y
2018-08-28,46550,46800,46950,46300,7230000.0,0.0054,2303.12,2312.14,2314.6,2299.45,276890000.0,0.0017000000000000001
2018-08-29,46800,46750,46800,46400,5500000.0,0.0054,2309.03,2304.66,2309.88,2300.21,268209999.99999997,0.0026
2018-08-30,47650,46950,47950,46700,12160000.0,0.0182,2307.35,2313.11,2320.85,2305.46,286930000.0,-0.0007000000000000001
2018-08-31,48450,47100,48450,47000,13510000.0,0.0168,2322.88,2298.13,2322.88,2295.72,255910000.0,0.0067
2018-09-03,47450,48200,48300,47300,7910000.0,-0.0206,2307.03,2317.93,2318.72,2302.17,230510000.0,-0.0068000000000000005
2018-09-04,47650,47550,47800,47200,6610000.0,0.0042,2315.72,2308.96,2317.74,2302.17,277010000.0,0.0038
2018-09-05,46600,47300,47450,46400,9100000.0,-0.022000000000000002,2291.77,2310.9,2315.43,2288.01,358190000.0,-0.0103
2018-09-06,46100,46200,46400,45800,8570000.0,-0.010700000000000001,2287.61,2288.8,2298.47,2284.5,387510000.0,-0.0018
2018-09-07,44900,44500,45200,44400,17730000.0,-0.026000000000000002,2281.58,2278.08,2286.82,2264.9,357560000.0,-0.0026
2018-09-10,45500,45450,45550,45000,7870000.0,0.0134,2288.66,2277.35,2289.38,2276.6,312610000.0,0.0031
2018-09-11,45050,45550,45900,45050,7810000.0,-0.009899999999999999,2283.2,2286.91,2295.76,2275.13,368210000.0,-0.0024
2018-09-12,44550,44900,45100,44500,11170000.0,-0.0111,2282.92,2286.28,2289.66,2271.0,336830000.0,-0.0001
2018-09-13,44050,44550,44750,44000,17930000.0,-0.011200000000000002,2286.23,2285.28,2291.51,2281.63,301310000.0,0.0014000000000000002
2018-09-14,45850,45000,45850,44900,12030000.0,0.0409,2318.25,2304.7,2318.65,2304.15,292240000.0,0.013999999999999999
2018-09-17,45150,45550,45800,44900,8100000.0,-0.015300000000000001,2303.01,2314.55,2314.55,2295.26,343170000.0,-0.0066
2018-09-18,45500,44950,45900,44700,8970000.0,0.0078000000000000005,2308.98,2287.73,2310.97,2287.42,309240000.0,0.0026
2018-09-19,46150,46000,46200,45700,9260000.0,0.0143,2308.46,2319.22,2319.22,2301.79,350950000.0,-0.0002
2018-09-20,47250,46850,47600,46400,13400000.0,0.023799999999999998,2323.45,2314.41,2334.04,2311.56,289080000.0,0.006500000000000001
2018-09-21,47400,46550,47550,46550,14390000.0,0.0032,2339.17,2332.04,2339.17,2325.12,321700000.0,0.0068000000000000005
2018-09-27,47500,46950,47500,46450,15260000.0,0.0021,2355.43,2331.7,2355.43,2331.7,279230000.0,0.006999999999999999
2018-09-28,46450,47250,47250,46300,10810000.0,-0.022099999999999998,2343.07,2356.13,2356.62,2337.47,317870000.0,-0.0052
2018-10-01,46400,46600,46700,45800,5760000.0,-0.0011,2339.33,2349.64,2352.11,2333.32,265660.0,-0.0016
