year,industry,code,label,label,6000201001O0,6000207003O0,6000403001O0,6000901001D3,6000901002D1,6000901002D3,6000902001D2,6000903001D2,6000903016D1,6000904001D3,6000906001D6,6000908001D2,6000908001D3,6000908001D7,CO10100170O0,DR00000052,DR00000082,DR00000113,DR00000136,DR00000156,FNMKFN02,S41000210FD1,S41000210FD2,S41B0D1009O0
2016,C,104540,0,0,0.090171641,1.498860852,2.044506952,13.70117735,0.07735122,-0.227256721,2.424419947,-1.074353786,-0.763915151,0,-1.951849101,13.60110997,0.017520006,0,0.543432196,0,0,0,1,0,0,-0.173766861,0.230272597,0.525266414
2015,C,114570,0,0,0.756349729,2.066441764,2.044506952,13.63933177,0.07735122,0.24538154,2.424419947,-1.074353786,-0.14190127,0,-1.951849101,15.65634689,0.63315253,0,0.543432196,2,1,0,3,1,0,3.771924184,3.332379906,1.550280856
2014,J,104200,0,0,1.809874131,0.078443411,2.044506952,13.43485644,0.07735122,-0.227256721,2.424419947,-1.074353786,0.591359738,1,-1.951849101,15.5429513,0.630653415,0,0.756096533,0,0,0,0,0,0,0.413609218,0.606871214,0.52025792
2015,M,95700,0,0,0.918682035,0.164785,2.044506952,14.11620143,0.07735122,0.24538154,2.424419947,-1.074353786,-0.949609677,0,-1.951849101,14.99745955,-0.065193589,1,0.543432196,1,3,0,3,0,0,1.47144684,0.139357956,1.067489401
2013,C,74610,0,0,1.809874131,1.498860852,0.096933969,11.4695733,-1.154762459,0.24538154,2.424419947,-1.074353786,-3.675877796,1,-1.951849101,14.3057941,-0.752222242,1,0.543432196,0,0,0,1,3,0,-1.958150769,-1.690564554,1.358204359
2016,C,25820,0,0,1.809874131,1.498860852,2.044506952,14.7047761,-0.885579643,-0.227256721,2.424419947,-0.854678367,-0.253792645,4,-1.951849101,15.73431188,0.085963128,0,0.579115025,0,0,0,0,0,0,1.088002915,0.646986716,1.10038773
2014,C,66570,0,0,1.809874131,1.498860852,1.205741006,19.70117604,-0.509072551,0.24538154,0.537861467,-1.017990814,0.078856461,0,-1.951849101,18.93324349,0.06564728,0,0.543432196,0,0,0,0,0,0,-0.175909498,-1.067672006,0.525266414
2014,C,4800,0,0,1.809874131,1.498860852,1.097679303,18.7030343,-1.609667563,0.24538154,0.802718879,-1.660958644,-0.073652225,2,-1.951849101,19.21916158,0.109217001,0,0.543432196,0,0,0,0,0,0,0.08262609,0.091982387,0.525266414
2015,C,79660,0,0,1.809874131,0.118736152,1.586306132,14.9568709,-0.983133716,0.24538154,0.159498521,-0.74799919,0.021159167,0,-1.951849101,16.57520346,0.332973717,0,0.563516654,0,0,0,0,0,0,0.674709123,0.018838183,0.354070486
2017,J,53350,0,0,1.809874131,1.498860852,2.044506952,14.60986167,0.07735122,-0.227256721,2.424419947,-1.074353786,0.26891614,0,-1.951849101,14.31686729,0.347477737,0,0.972073968,0,0,0,0,0,0,-0.461175412,-0.409822491,0.525266414
2017,J,94480,0,0,0.196341074,0.114318675,2.044506952,14.33169506,0.07735122,-0.227256721,2.424419947,-1.015252996,-0.312219483,0,-1.951849101,13.72483176,0.08355209,0,0.997871272,1,0,0,0,0,0,-0.033471136,0.020058058,0.920294816
2017,J,214180,0,0,0.946115438,0.079915903,2.044506952,14.49062918,0.07735122,-0.227256721,2.424419947,-1.074353786,-0.034674703,0,-1.951849101,15.08278238,0.437280665,0,0.543432196,0,1,0,1,0,0,0.691670631,0.597605727,0.525266414
2016,C,7690,0,0,1.809874131,1.498860852,0.064045625,15.66315797,0.07735122,-0.227256721,2.424419947,-1.074353786,0.619429444,1,-1.951849101,16.55786239,0.206523959,0,0.543432196,0,0,0,0,0,0,-0.246531662,-0.177201635,0.525266414
2016,C,205470,0,0,1.809874131,1.498860852,2.044506952,12.17460733,-0.189024401,0.24538154,2.424419947,-1.074353786,-0.11605447,0,-0.01621994,14.15579623,0.075055688,0,0.543432196,0,0,0,0,0,0,-0.094813004,0.309837709,0.525266414
2017,J,220180,0,0,1.809874131,1.498860852,2.044506952,13.33676695,0.07735122,-0.227256721,0.000582167,-0.443730765,-0.472332312,0,-0.044731566,15.2054998,-0.388322941,0,1.029068013,2,1,0,1,0,0,-1.127390197,-1.081195055,0.465483899
2013,N,38870,0,0,1.809874131,1.498860852,2.044506952,14.21063555,-0.460520685,0.24538154,0.338681517,-1.602671978,-0.502237775,1,-1.951849101,14.0999127,0.087915706,0,0.352338718,0,0,0,0,0,0,0.493466829,0.620590285,0.671183244
2015,C,122690,0,0,1.809874131,1.498860852,2.112519641,15.8609243,-1.277859773,0.24538154,2.037312917,-1.463126987,-0.21766167,0,-1.951849101,14.50598987,0.031310992,0,1.829984332,1,0,0,0,0,0,1.175602371,1.265424842,1.259678951
2013,C,37760,0,0,1.809874131,0.329971854,2.044506952,13.7262668,-1.093392401,0.24538154,0.544312384,-0.733675635,-0.343343027,0,-1.951849101,14.99339599,0.129201737,0,1.324837111,2,0,3,0,0,0,0.351406553,-0.336481731,0.145940508
2015,C,68330,0,0,1.809874131,1.498860852,2.044506952,12.54649305,0.07735122,0.24538154,2.424419947,-1.074353786,0.824406204,0,-1.951849101,13.27327776,0.448138356,0,0.543432196,0,0,1,0,0,0,2.552356571,1.228636006,2.526321139
2017,0,68400,0,0,1.809874131,1.498860852,0.2895657,16.22346751,-2.432636227,0.24538154,0.106716906,-1.704918456,-0.114909637,1,-1.951849101,15.25338762,0.04655885,0,0.129761974,0,0,0,0,0,0,-0.112972216,-0.045830378,1.110788576
2017,J,86960,0,0,1.809874131,1.498860852,2.044506952,14.08407338,0.07735122,-0.227256721,2.424419947,-1.074353786,0.711852936,1,-1.951849101,13.6716873,0.345360849,0,0.543432196,0,0,0,0,0,0,-0.4280755,-0.376466322,0.525266414
2015,M,7860,0,0,0.490548128,1.498860852,0.585560799,17.02119461,-0.739398966,-0.227256721,3.45202141,-0.890753774,0.115645837,0,-1.951849101,18.13311819,0.192031055,0,0.445329003,0,1,0,1,0,0,0.045731011,0.126806105,0.20828906
2016,C,7310,0,0,1.809874131,1.498860852,2.044506952,16.51017275,-0.039728684,0.24538154,2.424419947,-1.074353786,0.777169707,0,-1.951849101,16.74215302,0.471599192,0,1.291840558,0,0,0,0,0,0,-1.427654539,-0.764049584,0.525266414
2013,G,32790,0,0,0.283393528,1.498860852,1.534624449,12.90381354,-0.494430918,-0.227256721,2.424419947,-1.050059978,-1.388856278,0,-0.018035168,15.25043341,-0.848799286,1,0.543432196,0,0,3,1,1,0,0.279078279,0.621560245,0.45372642
2016,J,41510,0,0,1.809874131,0.050867647,2.044506952,15.40053416,0.07735122,-0.227256721,2.424419947,-1.074353786,0.087735446,0,-1.951849101,15.80438836,0.035232538,0,0.543432196,0,3,0,3,0,0,-1.178098445,-0.468039547,0.525266414
2014,M,7860,0,0,1.809874131,0.258221324,0.233185682,16.9066807,-0.516144893,-0.227256721,5.985976861,-0.830490906,0.158368576,1,-1.951849101,18.26143189,0.618305899,0,0.445329003,0,1,0,1,0,0,0.877770552,1.014610056,0.864785952
2013,C,105740,0,0,0.065762393,1.498860852,2.044506952,13.67007139,0.07735122,0.24538154,2.424419947,-1.074353786,0.458528372,0,-1.951849101,13.91140032,0.329172528,0,0.045770749,0,1,0,1,0,0,-0.278768035,0.001819831,0.525266414
2013,C,5870,0,0,0.3062907,1.498860852,2.044506952,14.07648919,-0.557442868,0.24538154,0.169100728,-0.516979149,-0.407741896,0,-1.951849101,14.86501029,-0.047364453,1,0.543432196,0,0,0,0,0,0,-0.212015384,-0.386591758,0.525266414
2015,C,12690,0,0,1.809874131,1.498860852,2.044506952,13.52532291,0.07735122,-0.227256721,2.424419947,-1.074353786,0.647001457,0,-1.951849101,13.03704521,0.333594983,0,1.507817993,0,0,0,0,0,0,0.948627714,-0.158571328,1.641910051
2016,M,4150,0,0,0.315687181,1.498860852,2.044506952,16.74124954,-1.302819076,0.24538154,2.201283184,-1.214404585,-0.226308116,0,-1.951849101,16.83598447,-0.028676395,1,0.543432196,0,1,0,1,0,0,-0.142086514,0.097422398,0.525266414
2013,C,114630,0,0,1.809874131,1.498860852,2.044506952,13.44725835,0.07735122,-0.227256721,2.424419947,-1.074353786,0.429614185,1,-1.951849101,14.4745871,0.167892614,0,0.543432196,0,0,0,0,0,0,-0.454685348,-0.717713501,0.525266414
2015,C,8290,0,0,1.809874131,0.094373099,2.044506952,13.00580524,-0.037031201,-0.227256721,2.424419947,-1.074353786,-0.825172579,0,-1.951849101,15.50277153,-1.377224397,0,0.543432196,0,1,0,1,0,0,2.634538527,2.551325009,2.948855517
2015,C,4000,0,0,1.809874131,1.498860852,2.044506952,16.58872725,0.07735122,0.24538154,2.424419947,-1.074353786,0.419567121,3,-1.951849101,17.39405268,0.287181842,0,0.543432196,0,0,0,0,0,0,0.128371762,-0.671576151,0.525266414
2015,C,33340,0,0,1.809874131,1.498860852,2.044506952,13.89807141,0.07735122,-0.227256721,2.424419947,-1.074353786,0.562163193,2,-1.951849101,12.65862187,0.039592346,0,0.543432196,0,0,0,0,0,0,1.301171698,1.207635356,1.785826108
2017,C,36490,0,0,0.008951486,1.498860852,2.044506952,16.13901712,-1.183565238,0.24538154,2.424419947,-0.95025581,0.373111968,0,-1.951849101,16.78864204,0.507357496,0,0.489124427,1,0,0,0,0,0,-0.492710356,-0.981931786,0.525266414
2016,C,500,0,0,1.809874131,1.498860852,0.383532398,15.38784615,0.07735122,-0.227256721,1.300059175,-0.281383166,0.420679868,4,-1.951849101,14.20964051,0.021523388,0,0.543432196,0,0,0,0,0,0,0.074831673,0.437051623,0.525266414
2013,C,5610,0,0,0.191696836,1.498860852,1.727256179,15.50591814,-1.44404643,0.24538154,2.424419947,-1.003203485,0.054969895,0,-1.951849101,15.71860201,0.211556191,0,1.912775682,0,0,0,0,0,0,1.995035624,2.008491822,0.097893121
2014,C,13450,0,0,0.05712195,0.105483722,0.491594101,14.09569146,0.07735122,-0.227256721,2.424419947,-1.074353786,0.468932129,0,-1.951849101,14.6422082,0.234663706,0,0.641508506,1,0,0,0,0,0,0.359821712,0.968281681,0.525266414
2017,C,47400,0,0,1.809874131,1.498860852,2.044506952,14.0649038,-0.085881635,0.24538154,2.424419947,-1.074353786,0.266586493,0,-1.951849101,14.98773034,-0.042809886,0,0.682304243,0,0,0,0,0,0,-0.977561662,-0.491482178,0.525266414
2014,M,72710,0,0,1.809874131,1.498860852,2.044506952,16.12228592,-1.024143322,0.24538154,2.424419947,-1.074353786,0.442762527,0,-1.951849101,16.45966851,0.128204574,0,1.545014106,0,0,0,0,0,0,0.765773893,0.435891765,0.525266414
2017,C,13520,0,0,1.809874131,1.498860852,1.323199378,16.26978432,-1.266659019,-0.227256721,1.233484184,-1.660047363,-0.070740511,3,-1.951849101,17.7714491,-0.191618351,0,0.411132576,0,0,0,0,0,0,-1.039854411,-0.554257188,0.525266414
2013,C,33780,0,0,1.809874131,1.498860852,2.044506952,18.0522208,0.07735122,-0.227256721,2.424419947,-1.074353786,0.750117384,1,-1.951849101,18.48470077,0.4294843,0,0.543432196,0,0,0,0,0,0,-0.183159595,0.005166614,0.525266414
2017,G,67830,0,0,1.809874131,1.498860852,2.044506952,15.45221519,-0.737419238,0.24538154,0.033036902,-1.074353786,0.539538654,2,-1.951849101,14.06221045,0.275331846,0,0.717700545,0,0,0,0,0,0,-0.614505898,-0.552198211,0.525266414
2017,C,42670,0,0,0.047941481,1.498860852,2.044506952,18.357289,-0.675047972,0.24538154,0.60765153,-1.211387726,-0.243212692,0,-1.951849101,20.04563026,0.150831496,0,0.543432196,0,0,0,0,0,0,-0.539337219,0.158520603,0.525266414
2013,C,85670,0,0,0.078291034,1.498860852,0.801684204,13.80922465,-0.57100739,0.24538154,0.083738337,-1.069140221,-0.096359683,0,-1.951849101,14.69170813,-0.208074155,0,0.543432196,0,0,0,0,0,0,-1.092569071,-0.849198655,0.50590023
2017,C,89030,0,0,0.504480841,0.398911262,2.044506952,14.95563533,-0.406407328,-0.227256721,2.424419947,-0.575625154,0.188196383,0,-1.951849101,16.23231581,0.629279788,0,0.543432196,0,0,0,0,0,0,0.448420251,-0.033515014,0.525266414
2015,H,5430,0,0,1.809874131,1.498860852,2.044506952,15.10338909,0.07735122,0.24538154,0.291188471,-1.074353786,0.714224787,0,-1.951849101,16.59523511,0.119134557,0,1.125657921,0,0,0,0,0,0,-0.834952434,0.290436808,0.525266414
2014,C,147830,0,0,1.809874131,1.498860852,2.044506952,13.00056962,0.07735122,-0.227256721,2.424419947,-1.074353786,0.082935384,0,-1.951849101,14.14370246,0.348391221,0,0.189155768,0,0,0,0,0,0,0.830235631,1.178858726,0.50606981
2013,J,79940,0,0,1.809874131,0.054749672,2.044506952,13.70130194,0.07735122,0.24538154,2.424419947,-1.074353786,0.337090328,0,-1.951849101,13.95901978,0.569066945,0,0.543432196,0,0,0,0,0,0,0.387862883,-0.903247301,0.525266414
2016,C,109080,0,0,1.809874131,1.498860852,2.044506952,12.76484884,0.07735122,-0.227256721,2.424419947,-1.074353786,0.881353414,0,-1.951849101,12.60309521,0.334442189,0,0.543432196,0,0,0,0,0,0,0.198810694,0.488901962,0.525266414
2013,J,112040,0,0,0.858630962,1.498860852,2.044506952,15.09988663,0.07735122,0.24538154,2.424419947,-1.074353786,0.14658515,0,-1.951849101,16.45248492,0.174792823,0,0.658306751,1,0,1,0,0,0,-0.769382764,-0.87465154,0.148879878
2015,C,1060,0,0,1.809874131,1.498860852,2.044506952,15.57881561,0.047019912,-0.227256721,2.424419947,-0.939281531,-0.229158817,0,-1.951849101,14.56376143,0.008303108,0,0.065568681,0,1,0,1,0,0,2.14668619,0.66953133,2.039516314
2013,G,111770,0,0,1.809874131,0.271072165,2.044506952,16.28815851,0.07735122,-0.227256721,2.424419947,-1.074353786,0.304815403,0,-1.951849101,15.21618185,0.548997276,0,0.597113144,0,1,0,1,0,0,0.572009329,0.316929767,0.525266414
2017,C,58220,0,0,0.023748243,1.498860852,2.044506952,13.34756826,-1.378298164,0.24538154,2.424419947,-1.096936228,-0.878893047,0,-0.236124601,16.10663445,-1.745385439,1,0.543432196,1,3,3,3,0,0,-1.521380702,-0.452941889,1.800014219
2014,C,1790,0,0,1.809874131,1.498860852,0.463404092,16.53395118,-0.41900081,-0.227256721,0.741551523,-1.314285249,-0.096209575,2,-1.951849101,16.10015708,0.013793762,0,0.507722484,0,0,0,0,0,0,0.222636419,-0.111450638,0.525266414
2015,C,7690,0,0,1.809874131,0.017803504,0.219090677,15.6836445,0.07735122,-0.227256721,2.424419947,-1.074353786,0.572941147,0,-1.951849101,16.5129251,0.449507102,0,0.543432196,0,0,0,0,0,0,0.764643236,-0.030378713,0.525266414
2013,C,89790,0,0,1.809874131,1.498860852,2.044506952,12.73873345,0.07735122,-0.227256721,2.424419947,-0.152008178,-0.091834767,1,-0.127322456,14.79765353,-0.335126156,0,0.294744736,0,0,0,0,0,0,-0.428036714,-0.493381366,0.003098452
2016,C,25750,0,0,1.809874131,1.498860852,2.044506952,14.80446119,-0.840660346,0.24538154,2.424419947,-0.354732902,-0.145023259,1,-1.951849101,14.98495508,0.134255018,0,0.543432196,0,0,0,0,0,0,-0.065339189,0.165490055,0.525266414
2014,C,88800,0,0,0.272808987,0.04002475,0.773494195,15.24051709,-0.718722002,-0.227256721,0.404469565,-1.296527796,-0.269327586,0,-1.951849101,16.55222151,0.148362391,0,0.543432196,0,0,1,0,0,0,0.329215126,-0.03208481,0.525266414
2015,C,9680,0,0,1.809874131,1.498860852,2.044506952,15.2217453,0.07735122,-0.227256721,2.424419947,-1.074353786,1.115349429,4,-1.951849101,15.35506602,0.109811577,0,0.543432196,0,0,0,0,0,0,-0.447664963,-0.370409703,0.525266414
2015,C,17890,0,0,1.809874131,1.498860852,2.044506952,14.73975501,0.07735122,0.24538154,2.424419947,-1.074353786,0.981421619,0,-1.951849101,15.45992429,0.371601298,0,0.543432196,1,0,0,0,0,0,0.709637668,-0.08581013,0.756707593
2015,G,81660,0,0,1.809874131,1.498860852,2.044506952,16.04612811,-0.123936993,0.24538154,2.424419947,-0.373129845,0.188811589,0,-1.951849101,18.42398733,-0.76566105,0,0.543432196,0,0,0,0,0,0,-0.439911912,-0.546927594,0.525266414
2015,C,123040,0,0,1.809874131,0.0752307,3.761635191,15.63198007,-1.869909097,0.24538154,1.016118497,-1.976228187,-0.45015401,0,-1.951849101,15.85706768,0.003460538,0,1.051265694,0,1,0,1,0,0,-0.632584906,-0.556761282,0.525266414
2017,J,223310,0,0,1.809874131,1.498860852,2.044506952,13.14374935,-1.566164922,-0.227256721,2.424419947,-1.383035789,-1.165421517,2,-1.313813117,16.45580193,-2.753070092,1,0.543432196,1,3,1,3,1,0,-0.446578538,0.043611776,2.699065629
2016,C,37230,0,0,1.809874131,1.498860852,2.044506952,13.11688981,0.07735122,-0.227256721,2.424419947,-1.074353786,0.513074862,0,-1.951849101,14.24814376,0.309512159,0,1.38303103,0,0,0,0,0,0,2.217541629,2.303452521,1.112314787
2015,C,24070,0,0,1.809874131,1.498860852,2.044506952,14.03204093,0.07735122,-0.227256721,2.424419947,-1.074353786,0.904303654,4,-1.951849101,13.97021144,0.109250449,0,0.570115965,0,0,0,0,0,0,-0.28894027,-1.092118981,0.525266414
2014,C,93240,0,0,1.809874131,0.037213629,2.044506952,13.49134489,0.07735122,-0.227256721,2.424419947,-1.074353786,0.499914908,2,-1.951849101,13.07718048,0.171881771,0,0.543432196,0,3,0,3,0,0,-0.358587381,-1.077004535,0.525266414
2016,C,86670,0,0,1.809874131,1.498860852,2.044506952,13.68385612,-0.03937729,-0.227256721,2.424419947,-1.074353786,0.23675857,2,-0.038398244,14.60549734,-0.079377668,0,0.763895718,0,0,0,0,0,0,1.366236395,0.992411375,1.345485933
2014,G,760,0,0,1.809874131,1.498860852,2.044506952,14.79128743,-0.439287192,0.24538154,2.424419947,-1.074353786,0.00034228,0,-1.951849101,15.62490563,0.138553989,0,1.898977124,0,0,0,0,0,0,1.543122719,2.160743713,1.977733026
2015,C,9520,0,0,1.809874131,0.523403786,1.746049519,14.4779988,-0.415805015,-0.227256721,0.24020764,-0.897537681,-0.188072677,3,-1.951849101,17.82185845,0.702629572,0,0.898881615,1,0,0,0,0,0,-0.449272364,0.193709175,0.278494772
2016,C,31980,0,0,0.082827266,1.498860852,2.044506952,14.59850039,0.07735122,-0.227256721,2.424419947,-1.074353786,0.851954875,0,-1.951849101,15.12156336,0.453538479,0,0.543432196,0,0,0,0,0,0,0.852225606,0.323430419,0.525266414
2014,C,67770,0,0,1.809874131,1.498860852,2.044506952,13.17581222,0.07735122,-0.227256721,2.424419947,-1.074353786,0.739428505,0,-1.951849101,14.6999517,0.072722121,0,0.618710888,0,0,0,0,0,0,0.061160442,0.010843662,0.525266414
2014,C,138070,0,0,0.074834857,0.061442819,2.044506952,13.73870723,0.07735122,-0.227256721,2.424419947,-1.074353786,0.478495856,0,-1.951849101,14.02094086,0.308672799,0,0.721900106,0,0,0,0,0,0,-0.107944425,0.233415352,0.525266414
2015,C,65350,0,0,0.191804842,1.498860852,0.815779209,14.93463091,-1.063322646,0.24538154,0.467763362,-1.168515802,0.144835612,0,-1.951849101,14.42960893,0.066340615,0,0.543432196,0,0,0,0,0,0,1.293253687,0.937220152,0.38487734
2013,C,8970,0,0,1.809874131,1.498860852,0.04995062,14.56646666,-0.629911516,0.24538154,0.02476814,-0.514139514,-0.107138256,1,-0.037547028,15.49324399,-0.23388738,0,0.543432196,0,3,0,3,3,0,-0.743798153,-0.553134669,0.102980491
2015,C,35810,0,0,1.809874131,1.498860852,0.811080874,16.52548133,-1.31824999,0.24538154,1.817682542,-1.472245102,-0.20819959,3,-1.951849101,14.83749185,0.044858897,0,0.543432196,0,0,0,0,0,0,0.062673675,-0.597935595,0.523932132
2015,C,47310,0,0,1.809874131,0.114184813,1.055394289,14.83091554,-0.64787019,0.24538154,0.004468402,-0.26943912,-0.492875708,0,-1.951849101,13.4137398,0.052119502,0,0.543432196,0,0,1,0,0,0,0.37878754,0.377100956,0.196475055
2017,C,43360,0,0,0.218374201,1.498860852,2.044506952,13.08228472,0.07735122,-0.227256721,2.424419947,-1.074353786,0.878440823,0,-1.951849101,13.96968982,0.047662895,0,0.274946804,0,0,0,0,0,0,-1.445237252,-0.839516157,0.525266414
2017,C,65570,0,0,1.809874131,1.498860852,2.044506952,13.64986659,0.07735122,-0.227256721,2.424419947,-1.074353786,1.123224959,0,-1.951849101,14.40380942,0.178811896,0,0.543432196,0,0,0,0,0,0,-0.452405979,0.368522023,0.525266414
2013,C,23160,0,0,1.809874131,1.498860852,2.044506952,15.33770324,0.07735122,-0.227256721,2.424419947,-1.074353786,1.128112255,1,-1.951849101,14.8327886,0.328619401,0,0.306743482,0,0,0,0,0,0,0.11980697,0.403480579,0.525266414
2015,C,89010,0,0,1.809874131,1.498860852,0.562069124,14.61880181,-0.64643617,0.24538154,0.10078341,-1.080573939,-0.008980667,2,-0.017299159,16.39713342,-0.22476138,1,0.543432196,0,0,0,0,0,0,-0.423955096,-1.228179081,0.353787854
2017,C,58470,0,0,0.165019471,0.015527834,2.044506952,14.62700956,0.07735122,-0.227256721,2.424419947,-1.074353786,1.321247732,0,-1.951849101,14.97805256,0.899754034,0,0.543432196,0,0,0,0,0,0,0.178334769,-0.305691481,0.525266414
2016,C,61040,0,0,1.809874131,1.498860852,0.402325738,14.3023138,0.07735122,-0.227256721,2.424419947,-1.074353786,0.463959916,3,-1.951849101,15.77867345,0.299921885,0,0.543432196,0,1,0,1,0,0,-0.264910451,-0.978178394,0.525266414
2017,C,9450,0,0,0.077751006,1.498860852,0.341247384,15.34168918,-0.615398314,0.24538154,2.424419947,-0.281079903,0.445335214,0,-1.951849101,15.95064317,0.288386395,0,0.988272275,0,0,0,0,0,0,-0.055767239,-0.435290366,0.525266414
2013,C,3940,0,0,1.809874131,1.498860852,2.044506952,15.35277162,0.07735122,-0.227256721,2.424419947,-1.074353786,1.386343974,2,-1.951849101,15.00711638,0.269385736,0,0.846687068,0,0,0,0,0,0,1.126612653,1.133345587,0.525266414
2014,H,3100,0,0,1.809874131,1.498860852,2.044506952,15.42266117,-0.752776984,0.24538154,0.330464414,-0.076853254,0.349120085,4,-1.951849101,17.1350432,-0.514479182,0,0.641508506,0,0,0,0,0,0,0.275061807,0.414426158,0.525266414
2013,C,138610,0,0,1.809874131,1.498860852,2.044506952,12.02434292,-0.681661258,0.24538154,2.424419947,-1.060008739,-1.188646118,1,-1.487693227,13.87856698,-1.262755946,1,0.141160783,0,0,0,0,0,0,-0.393614714,-0.497931141,0.113833548
2015,C,32820,0,0,0.453286221,1.498860852,2.044506952,13.54902382,-1.043591593,0.24538154,2.424419947,-1.131319492,-1.356831397,0,-1.951849101,14.11933131,-0.743158322,1,0.543432196,0,0,0,0,0,0,1.165920193,1.270591173,1.237916311
2017,C,3680,0,0,1.809874131,1.498860852,1.821222877,14.49178908,-0.93039792,-0.227256721,0.342044116,-1.434468776,-0.102691542,0,-1.951849101,14.00094733,0.057426302,0,0.393734393,0,0,0,0,0,0,-0.947746163,-0.550960763,0.525266414
2013,G,12700,0,0,1.809874131,0.127437243,2.044506952,15.42476136,0.07735122,-0.227256721,2.424419947,-1.015889571,0.084087282,0,-1.951849101,15.39939153,0.369249636,0,0.543432196,0,0,0,0,0,0,1.216486966,1.709417412,0.525266414
2017,H,129260,0,0,1.809874131,1.498860852,0.064045625,15.35251933,-0.397403384,0.24538154,0.309715588,-0.430985386,-0.083733542,0,-1.951849101,14.95717782,0.055026179,0,1.073463374,0,0,0,0,0,0,-1.02216932,-0.573752182,0.525266414
2016,C,2210,0,0,1.809874131,1.498860852,2.044506952,13.96837866,0.07735122,-0.227256721,2.424419947,-0.585775564,-0.114578411,0,-0.039116714,15.41533301,-0.082975987,0,0.543432196,0,0,0,0,0,0,-0.423647131,0.093853908,0.525266414
2013,J,60300,0,0,0.836921851,0.274418738,2.044506952,13.75562351,0.07735122,-0.227256721,2.424419947,-1.074353786,-0.541931964,0,-1.951849101,15.46571743,0.117023583,0,0.543432196,0,3,0,3,0,0,1.300128064,1.258578587,0.444569153
2016,C,660,0,0,1.809874131,0.000401323,2.044506952,19.5171977,-0.000200454,0.24538154,2.424419947,-1.074353786,0.622787195,1,-1.951849101,20.2363967,0.500779937,0,0.543432196,0,0,0,0,0,0,0.740086197,0.210422841,0.525266414
2015,C,32960,0,0,1.809874131,1.498860852,2.044506952,13.25253034,0.07735122,-0.227256721,2.424419947,-1.074353786,1.79664473,1,-1.951849101,12.91120395,0.315752148,0,0.93127823,1,0,0,0,0,0,0.742927929,0.744060491,1.276354221
2017,J,12030,0,0,1.809874131,1.498860852,2.044506952,14.38497044,-0.373492487,0.24538154,2.424419947,-1.074353786,-1.404364297,1,-1.951849101,16.44818561,-0.031723351,1,0.332540787,0,0,0,0,0,0,-0.683792618,-0.788506252,0.525266414
2016,C,14820,0,0,1.809874131,0.158359579,0.796985869,16.31379927,-0.808491312,0.24538154,2.424419947,-1.273743975,-0.25320902,0,-1.951849101,17.30739433,0.332437252,0,2.705892816,0,0,0,0,0,0,-0.824959508,-0.762603431,0.525266414
2014,M,24660,0,0,1.809874131,1.498860852,2.044506952,16.03053519,-0.517077259,0.24538154,0.150390993,-0.235670373,0.065395652,0,-1.951849101,17.73901719,0.377373071,0,1.775390036,0,0,0,0,0,0,0.258151244,-0.07566086,0.685258302
2014,G,1120,0,0,1.809874131,1.498860852,2.40851474,17.67699826,-0.313689524,-0.227256721,0.843783378,-1.161028254,0.040446241,4,-1.951849101,18.45664591,-0.025067482,0,0.543432196,0,0,0,0,0,0,0.140626274,0.447612221,0.525266414
2013,C,49120,0,0,1.809874131,1.498860852,0.32715238,14.00960219,-1.022921869,0.24538154,1.049132264,-0.635581798,0.119456456,0,-0.021385184,15.72302503,-0.679989935,1,0.543432196,0,1,0,1,0,0,-2.186494953,-2.111089469,0.572657836
2013,M,30000,0,0,0.047185442,1.498860852,0.905047572,16.62894922,0.07735122,-0.227256721,2.424419947,-0.824172652,0.461155737,0,-1.951849101,14.8010151,0.323681663,0,0.543432196,0,0,0,0,0,0,0.551212131,0.503864604,0.525266414
2013,C,4830,0,0,1.809874131,1.498860852,2.044506952,13.82254256,0.07735122,-0.227256721,0.030526175,-1.074353786,0.461524846,0,-1.951849101,14.34243882,0.226826043,0,0.543432196,0,0,0,0,0,0,-0.245523053,-0.506931887,0.525266414
2014,C,54670,0,0,0.180140245,1.498860852,2.044506952,14.05177979,-0.63795381,0.24538154,2.424419947,-0.016177662,-0.26526466,0,-1.951849101,15.02527709,0.103813358,0,0.543432196,0,0,0,0,0,0,1.935706926,1.460575729,2.819805887
2013,C,97780,0,0,0.048049486,0.165052725,1.21983601,14.61162581,-0.150342655,-0.227256721,2.424419947,-1.074353786,0.559439582,0,-1.951849101,15.09996717,0.666368139,0,0.543432196,0,0,0,0,0,0,-0.770335928,-0.853316545,0.525266414
2016,J,33130,0,0,0.014351762,1.498860852,2.044506952,13.41094841,0.07735122,-0.227256721,2.424419947,-1.074353786,0.370263998,0,-1.951849101,13.30936418,0.350594026,0,0.543432196,0,0,0,0,0,0,-1.556826816,-0.849700004,0.819790987
2015,C,57500,0,0,1.809874131,1.498860852,0.134520649,14.50392989,-1.802031782,0.24538154,2.424419947,-2.20484913,-1.186185408,1,-1.951849101,16.29182311,-1.09929175,1,0.299544234,1,0,0,3,0,0,-0.033126482,0.606631466,0.061207527
2014,M,640,0,0,0.003011182,1.498860852,2.044506952,16.16636162,-0.970999701,0.24538154,0.008250877,-0.349995818,0.381756274,0,-1.951849101,17.4127706,0.023859487,0,0.543432196,0,1,0,3,0,0,-0.293752208,-0.786143701,0.525266414
